min_value,max_value,avg_value,std_value,q1_value,q3_value,feature
15.0,56.0,34.374149659863946,5.665519152744867,34.0,36.0,length
1798.0,7156.89,4276.279047619047,688.7318155929615,4280.15,4490.93,molecular_weigth
-6.894,4.027,-2.9875986394557836,2.1005763661914867,-4.8955,-1.4495,charge
-0.0015601768,0.0022235229000000002,-0.0006627072803065814,0.0005331210264534972,-0.00102260275,-0.00034135365,charge_density
3.5563964844,10.65625,4.364115812359868,1.0743426773380684,3.9431152344,4.3732910156,isoelectric
21.2571428571,91.42,61.520105219514974,11.44341474760269,55.3589157706,68.20416666665,inestability
0.0322580645,0.2162162162,0.11259723899659867,0.033223498412764646,0.0833333333,0.1388888889,aromaticity
50.322580645200006,139.2857142857,82.92514495607139,13.60441246257817,75.6586021505,89.4444444444,aliphatic_index
0.1379310345,0.6,0.2673857601217687,0.06766089661906968,0.22653958945000002,0.2777777778,hydrophobic_ratio
-0.025547235,0.0538611155,-0.0013590422292154036,0.0163896554828919,-0.0140912792,0.0034085491499999997,hydrophobicity_profile
-0.0434796921,0.025371873700000002,-0.0037184397993197294,0.010994320759042803,-0.0117216455,0.001906133,hydrophobic_profile
0.06862177734978121,708.0,60.06711557588105,127.80100050711884,1.3849999999999998,41.32338216044108,inhibition_IC50
