min_value,max_value,avg_value,std_value,q1_value,q3_value,feature
15.0,41.0,33.13636363636363,5.189985588922489,31.75,36.0,length
1811.09,5059.45,4134.62090909091,609.1451868931434,3958.2299999999996,4481.135,molecular_weigth
-6.894,4.027,-2.8850340909090915,2.3601646343233216,-4.896,-0.997,charge
-0.0015601768,0.0022235229000000002,-0.0006521995739212212,0.0005953281548979114,-0.0011290557749999998,-0.0002332757,charge_density
3.5563964844,10.65625,4.403753107257956,1.0527242464251911,3.8728027344,4.5395507813,isoelectric
21.2571428571,91.42,63.40661335047386,10.976773258209501,57.261654589325,69.26851190475,inestability
0.0322580645,0.2162162162,0.09545544082954542,0.025507875121594224,0.0833333333,0.11111111109999999,aromaticity
50.322580645200006,139.2857142857,78.12075906602956,14.62611506900477,67.814009661825,85.651041666675,aliphatic_index
0.1379310345,0.5263157895,0.25117762380681824,0.07613746693432241,0.20689655170000001,0.2647058824,hydrophobic_ratio
-0.025547235,0.025483193300000002,-0.008589361879307679,0.011264642016089309,-0.0181302454,-0.000809690275,hydrophobicity_profile
-0.0434796921,0.025371873700000002,-0.006720208573863636,0.012629459060958168,-0.014485973125000001,-0.0034223749,hydrophobic_profile
0.19,580.0,31.96112266894593,96.83757626516129,1.3948373194215906,18.514141837010737,inhibition_IC50
