min_value,max_value,avg_value,std_value,q1_value,q3_value,feature
12.0,56.0,32.967213114754095,7.0026549526787445,31.5,36.0,length
1421.72,7156.89,4066.5059890109887,893.5815952989348,,,molecular_weigth
-6.894,4.093999999999999,-2.515398907103827,2.32778656078411,-3.898,-0.997,charge
-0.0020658902,0.0028796106,-0.0005411167095689619,0.000639958618590139,,,charge_density
3.4643554688,12.130859375,4.668411004755196,1.4180047521103627,3.9633789063,4.5395507813,isoelectric
22.633333333299998,91.42,61.37892719349121,11.045139857680761,,,inestability
0.029411764700000002,0.25,0.11383696941912566,0.037444486003771364,0.0833333333,0.1388888889,aromaticity
16.25,123.68421052629999,83.2124805699371,15.70743750654711,75.8333333333,92.22222222219999,aliphatic_index
0.1379310345,0.5555555556,0.2915744667431692,0.09703475974774126,0.23529411760000002,0.3055555556,hydrophobic_ratio
-0.19375510199999998,0.1723265306,-0.004685756959077853,0.02897997912580362,,,hydrophobicity_profile
-0.0518638471,0.025371873700000002,-0.0029004382384271933,0.0122729536773991,,,hydrophobic_profile
0.06862177734978121,500000.0,11841.664472872486,48540.82651425875,,,inhibition_IC50
