min_value,max_value,avg_value,std_value,q1_value,q3_value,feature
23.0,46.0,35.6,5.959865770300536,34.0,38.0,length
2958.37,5883.58,4441.9196,719.0759817737204,4268.74,4645.39,molecular_weigth
-5.989,0.008,-2.6229999999999993,1.5082857288988714,-2.9939999999999998,-1.994,charge
-0.0012412178,1.72213743087233e-06,-0.0006083274985027651,0.00035096979384080783,-0.0010062580000000001,-0.00034345809999999997,charge_density
3.8532714844,5.123046875,4.254394531259999,0.25431325363989327,4.0803222656,4.3916015625,isoelectric
25.652173913000002,79.2086956522,58.83627290016401,11.306859043604588,52.0026315789,67.71666666670001,inestability
0.0540540541,0.1739130435,0.10545552298000001,0.029000677582890766,0.0789473684,0.11764705880000001,aromaticity
54.1666666667,103.1578947368,78.937660114344,12.516250156488999,70.0,84.78260869569999,aliphatic_index
0.1578947368,0.44736842109999997,0.2848958039000001,0.08059027971414674,0.22222222219999999,0.32608695649999997,hydrophobic_ratio
-0.025361594100000003,0.0103467742,-0.00809843968,0.01081510751051869,-0.0164775346,0.0011550672,hydrophobicity_profile
-0.0186348362,0.025371873700000002,-0.004735426287999999,0.012468923451090994,-0.012812256200000002,-0.0049973031,hydrophobic_profile
0.2203191543,9.5576369965,2.59608995328,2.4303353834485835,0.8,4.3522414043,inhibition_IC50
