min_value,max_value,avg_value,std_value,q1_value,q3_value,feature
15.0,36.0,30.818181818181817,7.848777343327046,29.5,36.0,length
1798.0,4537.93,3800.8,1022.8746421282966,3426.0299999999997,4481.35,molecular_weigth
-4.897,4.027,-0.9467272727272728,3.036009794298164,-3.3979999999999997,1.5165,charge
-0.0010924231,0.0022235229000000002,-6.796737480375994e-07,0.001005260479375892,-0.0007538795,0.00059605815,charge_density
3.6870117188,10.65625,6.0302290483,2.5581025113371094,4.02185058595,7.93505859375,isoelectric
21.2571428571,91.42,60.782697248972724,18.023253185050674,52.07638888885,70.75793010755001,inestability
0.0322580645,0.11111111109999999,0.08316343153636363,0.027284888208700633,0.0619047619,0.11111111109999999,aromaticity
54.1666666667,139.2857142857,81.44295489456364,22.306519946323217,65.3333333333,89.14285714290001,aliphatic_index
0.19444444440000005,0.42857142859999997,0.2820416142909091,0.06731385937860522,0.2392857143,0.3333333333,hydrophobic_ratio
-0.0218903544,0.0116565799,-0.0023634843162795983,0.010634795140739011,-0.0072467821,0.00540807245,hydrophobicity_profile
-0.0434796921,0.0096033096,-0.0076454168636363624,0.015095302889904906,-0.0084857837,0.00040704580000000014,hydrophobic_profile
14.056914886495994,86.25,41.868381509651506,21.6479027690907,24.525000000000002,53.7887308856217,inhibition_IC50
