min_value,max_value,avg_value,std_value,q1_value,q3_value,feature
15.0,56.0,34.74657534246575,5.301604362800563,35.0,36.0,length
1798.0,7156.89,4324.729041095889,629.0699853004669,4317.615,4493.4574999999995,molecular_weigth
-6.894,2.094,-3.1104041095890427,1.9115239297366147,-4.89575,-1.99425,charge
-0.0015601768,0.0011279199,-0.0007024476582538867,0.0004447777410478321,-0.001028051225,-0.000428774075,charge_density
3.5563964844,9.583984375,4.2509188717547985,0.7568137525470506,3.93664550785,4.3264160156,isoelectric
25.652173913000002,91.42,61.760748072483565,10.569690806762136,55.4694444444,67.923295454525,inestability
0.0540540541,0.2162162162,0.11273208519794523,0.03253888809041225,0.0833333333,0.1388888889,aromaticity
50.322580645200006,111.1111111111,82.605003915202,12.801521053066555,75.5712365591,89.4444444444,aliphatic_index
0.1379310345,0.5263157895,0.2655696835116438,0.06314931497474478,0.22617302052500002,0.2777777778,hydrophobic_ratio
-0.025547235,0.0538611155,-0.001292492159010882,0.016425386090522433,-0.014020697475,0.0034624540249999997,hydrophobicity_profile
-0.0304281731,0.0253718737,-0.0036130579917808235,0.010533223741536455,-0.011588035875,0.001792819475,hydrophobic_profile
0.06862177734978121,708.0,58.72865767110533,127.9997692128237,1.3824999999999998,38.349999999999994,inhibition_IC50
