P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,response
1851.7586150747998,1261.9648851424906,520.2949503268788,781.1944555406669,268.8801670916822,965.3902524559253,566.480156775673,590.3633948860789,750.9073325722619,650.8049871976705,595.6704225435693,1192.2867160109754,712.3458533035404,75.44540038017364,701.9442988627586,1467.7627123130917,1123.0313640440731,810.9019943271941,703.3614092073727,1359.3243158727998,1535.840801448083,782.6391822097293,544.8163748973271,855.5754338501278,1282.6930370606144,2061.995601947508,398.812184145643,132.42546979678227,1.38
2106.2327433231003,1402.1884799866573,963.4765710260803,1320.986247611375,239.68859590734866,301.6030785972557,809.2736987466282,1056.4923742365204,654.8134555020882,557.240383511029,399.7294250535972,379.06917159790504,591.4532727487334,509.36316499774097,855.0692800216334,1306.8781983709503,2254.480001624474,495.44978423998106,239.80930657114328,1369.9028047314773,763.9640146818458,651.600978312607,355.8819017063129,820.6997765218161,1078.0608465229075,617.323207927862,721.2994357735593,761.708049270827,42.0
914.6490516536,1803.3368111442478,1990.2320119527901,764.9349030397676,1205.1745064107934,582.5626642153935,899.3577274162501,467.6771385953541,316.58452779992353,812.0809378490011,425.6535386821045,709.6443747604213,760.9794393616357,386.5036562637194,1227.1238333737851,617.7885656191543,1714.46352313089,1104.5113202462294,1618.474259549152,1633.99788064399,831.5179279490197,309.77351016651323,542.7689130309644,723.0705421418005,599.2524282370509,536.0452442091004,96.59197385536018,415.08719569946726,210.0
1857.780391062,1572.0345233315832,474.1574197182183,673.2031122115586,459.50643794753705,1417.2089408041863,557.9744918233134,271.2229794445722,409.0608320797299,792.6882743071706,927.8407962250853,1295.8516325288774,716.1455593479504,485.0813724677457,887.1063644214045,678.3193300039901,2840.9686189796294,1654.277410071806,266.0683418041848,942.9746962392492,731.1700000692903,1830.455332165674,1790.6813905298372,611.2551076231275,2607.4279090187374,706.0657427854355,141.29203364161015,477.7955092263477,140.0
1425.7011408993,1195.3380314383012,946.5989534622586,1786.576119164167,1373.629691022431,202.54453854811345,40.79622660082893,231.26481238834106,882.1724290764469,731.0335707800069,1103.2890948100942,490.7147263004328,1113.7692850317592,561.8597443450506,1010.1980779661836,1342.2062284207634,880.5877406966877,1352.154762361022,1239.9606052668942,815.0456053266582,968.8293407369403,160.50545108526953,1050.0491142448907,721.3270297703666,821.5913610502416,607.5163784625635,636.4715110348332,695.0392793465609,28.2066933602
1329.9881976203,991.1794520231704,798.9609982833167,828.8153876095714,195.92264565024354,1111.2596484411004,639.0828203748922,501.05515336339215,927.3623592926684,933.3570182470265,427.0021572519599,1234.6671991371336,997.6424378254021,483.74834088408113,589.7756501297883,1378.4333158827212,1144.4044069013078,841.7503685224713,530.3294349511953,1706.159577828953,1848.7639035639424,324.8419031915871,359.1267160711665,1157.4703207461014,1270.2542128188666,1910.227022177848,174.3100645483658,691.2294196733466,1.17
1272.9263395604999,1846.3556942607881,1885.7566754891823,978.9743353750661,1074.5342261855058,255.5721332896848,851.2478759766957,797.8308637239721,540.8391717963912,618.2047812333658,333.50173863584865,693.6801159661646,1064.3203217261178,250.17217528162766,1224.9986573682309,335.4018825045607,1702.1167139945949,1096.2139653120846,1709.3512232174767,1343.7834497220258,550.9292221127158,224.14582841203165,696.2069413477496,788.6149119180533,422.060115993728,415.1175225339649,169.4157094238346,95.5468362977035,9.9198796696
1761.7648870382002,1448.096916972979,681.6893709332918,386.63419539794654,541.1449407403601,151.82641384784588,761.0777031836327,1075.3530894119567,842.0990259277224,515.8429848307264,256.72097282508827,692.94346658795,946.9303342799748,333.55892455110967,980.2330319600982,1998.9281649241154,2062.630069534681,1225.5474008810736,160.63540037889297,505.1731686268705,526.0940121316141,154.5637958380508,381.63965724031925,653.7403769886981,784.4905057665858,818.9229798320237,632.6035152131831,293.4966433978072,54.58
67.8199636599,200.87041614933887,341.19959101285775,295.5313237639369,502.58341299892464,856.8064162952493,819.4295659336389,444.91737387329664,296.89797238221735,188.42692965515153,533.2676160663553,1001.4362106120057,969.2358483278532,471.5949310398752,583.7331290975578,1087.221276398538,1181.4289341463518,758.1443540509224,450.98756722983114,1037.80446266542,1115.6972068520713,475.61287160285804,590.3413070609823,1269.783465116833,1385.2861760271269,1065.6253070698556,617.1570379881938,245.01892983542507,402.35
2380.6899586364,1685.5967016493232,417.05572520031126,156.45497000575546,334.7076600090983,634.8572892027163,341.48621736233747,1341.9725767437951,1792.1943606861005,1178.018348531886,394.27052273482275,615.5322357833786,343.44464730673997,737.9623707211426,339.21693629836227,1472.1849078181526,2167.4409595785223,1022.8223887681941,631.0209310970987,855.0036418859357,282.60539335142937,195.83414824354523,398.1013137421193,281.7322006732634,1285.1574225520924,1158.3852209170257,373.1979265072758,805.4047046057649,26.0
1695.4333868599,1686.599348295648,1563.127388095334,1294.5266024045116,1020.7680012606658,213.044892495087,990.5302149454479,745.5450137857999,698.7202117481057,520.6877093450852,473.0238486833169,891.1756863956231,584.8915851306307,278.7137904288812,844.8089405154384,912.5142325934925,1613.516290726707,295.4945272469615,1528.149011868513,1083.4483400897366,1232.8255046587697,514.4110660718122,1163.8685889372368,347.5270446000271,285.0818530883674,101.26311631067848,413.6233391340722,117.81604920337259,55.3214416287
797.7711847473,1695.3819317887608,1972.197151548815,770.149596759165,1180.7288806220201,699.2129886137578,850.5572679537705,371.24077316119565,266.28610230896606,902.3686377229899,476.74671571208296,601.2247675508124,690.91181501177,386.90169977423216,1325.3053512286647,732.235949267898,1827.5569342933436,1138.6758134393613,1530.8485524408836,1718.585665587701,921.0448225520838,273.5223728819278,550.1585138188009,758.6097178997201,712.8989100408318,526.7628870731941,213.4090672926045,521.893749122712,0.5
2289.9458213858998,1734.379611028506,346.6869792668504,936.218139674082,1014.6739554562453,693.6046427600459,1131.1238874713697,789.4375422943868,433.1313367959194,398.403116184239,176.99249289787915,574.1104530350686,926.1130639617253,375.439460438676,927.3788223708477,2067.3531168536133,2022.6175320788525,1173.8001399695409,412.35932197039364,718.6109657233475,902.372687736919,418.7549210173801,771.2221451395955,405.6629270175543,1394.4140673846578,706.0412588592033,568.1245771031221,716.5022055567514,1.6
1011.1790538635001,1384.2315170713002,1329.2575479719003,380.6315614899037,508.23966656198957,1490.4882913428844,474.6781203579237,460.5396219793809,1060.306093584438,585.1787928714456,519.1219766385262,1377.0408215120299,1020.5837890220575,605.6412186767251,744.5704625149043,946.2760543758162,2303.9886788941603,1005.7821411488266,1641.4354850804882,2888.6333155752036,883.2559424329394,383.9722279456645,616.1624435494143,717.3449234176699,1514.3230780053566,1308.3686654387245,532.1580095035658,782.7364019482549,4.9
631.0308330721002,578.552776427246,882.1711485796997,939.1215295972564,1022.5766517266298,575.2527677749925,409.7879969139415,603.1525188498616,791.6865729393206,932.863695358086,891.2628520940943,514.7063378432948,928.8465728254242,230.83269790378213,821.2374605481016,1076.793250793745,2379.6122108859654,717.8649392065984,304.07561316310404,1295.9665634467012,114.131317599569,1037.698496145987,339.60495303525533,356.01648306948533,1233.0705094088144,435.9517547400189,376.32037735752704,717.2978145620349,26.315554723
1257.6796349444,1813.769079103409,2059.552061629215,746.2368112368844,1197.441461767343,646.1804572342635,932.9496618843864,532.7408672690273,712.2760520674096,535.3131453141605,561.6430658708675,606.0385979241067,741.3261071001211,176.00706224664452,579.9897093664675,556.7064293812574,1114.2342708684685,1340.1942517732657,1722.0280209653338,2160.913880186351,629.9747204527296,703.8800715890712,392.7871774392809,824.6618586082445,855.922134971637,314.908246981119,141.01212922539023,151.7023980687077,24.842981067399997
1282.9202084135998,2118.2462228610443,2103.8862120273834,760.4160079857502,1196.2819801987084,367.9414522207476,1045.7956137634542,656.0649939231581,409.1343521483502,645.215551461163,468.1716773434762,886.4018959318472,947.4728684733543,461.57027986330996,1100.0366734089368,535.6116627494616,1606.757039281877,1083.8625805216757,1707.2733335768794,1575.187882499011,823.7952298234399,422.6243127255662,644.1558046544708,809.8808514453107,477.3976288754345,563.6797227085825,57.30927333990734,276.97676786124504,225.025034035
518.9952791341999,349.9078649468761,478.85567543330745,816.0054998095036,812.0525544164776,562.4985393460256,298.8359642059994,306.3866907832897,590.5651713470767,646.9085580560878,467.6185963982514,491.35134914632545,484.7419228133725,148.82482383491478,372.8622914219133,621.6773707079285,569.8281271064576,393.1970433113521,115.19151943638407,439.69669218122766,859.1961373392774,925.337073366686,714.8792947884575,504.6306904348657,197.90194344045187,643.8689353431472,1306.3980583145558,1631.7077803378572,10810.0
104.64155331659992,165.95603504651527,630.049736374808,949.869246650901,908.863648056212,653.9235176272053,413.89530839201416,450.6381209941245,756.9995320688076,854.9160571593203,744.4477064487558,820.7114379786506,860.7952355641946,529.7188065259038,122.75770662701525,544.7675709601866,779.8890852482727,723.7400879153357,397.1304763600152,581.9589123659716,1025.7664346481229,999.4499801030707,576.4095949709534,419.6195373064528,472.46300858152887,578.3164237580031,985.8051394837831,1232.333690869186,10640.0
2860.1445835702,1641.5259960957717,1323.8236702499878,1282.6340171378283,658.3463430515662,231.76132065062438,434.338565523445,537.7424534439633,290.7523272890309,376.51247001254364,382.83220941137967,378.4475076754935,894.8423309381684,321.87162800141965,508.2527529730358,1489.3808620930547,2187.9417252204257,690.0478646791248,790.6664047364658,1136.726706285651,394.6728923430504,665.6147497628734,559.3841742194606,629.8233447197972,1123.9677893311662,903.4535759825201,434.43287241664655,391.4322238292553,4.3522414043
688.2082598282001,653.8174677042276,450.4920384602963,250.90158234105112,679.1667948727942,892.4070963554936,643.4499862705858,195.143892280559,130.1942328897726,275.9674097914004,794.8675178369632,1051.1427002634225,704.543082875154,147.24375043799557,902.1857294587128,1316.376239075977,1221.475503023278,749.8147810058175,680.5707676891259,999.0669180566313,798.6238876876461,126.90736876649362,552.1246933985085,945.0575670861288,1157.039818539043,1089.117404968767,550.3617143816731,328.6296485666699,571.8
3050.7834534389003,2113.7140992757463,488.6718996402053,1571.7116769704771,772.3963607360839,730.4106811634434,481.03883345797686,818.1937830963786,946.0622800815073,726.9398532225326,289.0230109027793,811.9001844690653,640.1105211256894,238.58271480864366,855.594001118421,1931.5221832722,2031.5189251694085,1296.5590068431552,379.42020957301725,528.1874257265116,720.8741221006727,280.67652372694204,490.7119347516611,725.9592662077781,1063.5973188650812,1091.3958261568878,550.5903967807888,73.3703389621306,0.43
1159.6017619829,930.7648561842991,457.14064357116433,145.6484826697319,91.53444818531241,470.34013461695866,839.5883052280235,1132.3773950866882,1335.1009642774125,1259.9904315098804,889.5816947765306,650.8454665097869,621.2202410349246,331.481996223752,173.96614437940897,564.6431648162177,731.3467633805856,656.4618726200074,334.3830527158393,452.28300598151225,822.9403404160653,764.4908034550139,586.8038979364364,854.0679816079578,884.0763071382129,504.22324014043664,417.3337627607755,620.6834930121797,390.0
662.3233447382,655.2445664549357,633.9305863841578,598.2160028795722,548.0329607590314,483.6700387420082,406.0551400113854,317.0479029428442,219.9046232649929,121.45678502772182,59.498396286605825,122.47911548830149,213.23206760065204,296.31986798064804,364.31636438401387,413.1396068496041,440.34536916800903,445.01845254470567,427.8314117539881,391.0877468166219,338.7534103937886,276.59855426329284,212.80888256739613,159.7436171103515,134.4952763206975,143.22709357291492,167.4269144066429,187.91559369300836,100000.0
