min_value,max_value,avg_value,std_value,q1_value,q3_value,feature
21.0,41.0,33.84615384615385,4.283171970651832,34.0,36.0,length
2741.13,5059.45,4219.554615384614,481.8729836380501,4261.61,4463.89,molecular_weigth
-6.894,0.006999999999999999,-3.257446153846154,1.8590479286308743,-4.896,-1.995,charge
-0.0015601768,1.59929448266251e-06,-0.0007514538039327989,0.00041153596153811577,-0.0010926547,-0.0004371934,charge_density
3.5563964844,5.07421875,4.156749549304614,0.3814998102360406,3.8842773438,4.3732910156,isoelectric
44.3605263158,88.3685714286,63.549275802356924,9.518094281399364,57.517391304300006,69.3657142857,inestability
0.055555555599999994,0.1666666667,0.11083355517538464,0.026431311801780644,0.0882352941,0.1388888889,aromaticity
50.322580645200006,100.27777777780001,81.71212172336003,12.641396566170215,75.4838709677,89.4444444444,aliphatic_index
0.1379310345,0.44736842109999997,0.2550201954061539,0.05147756269989292,0.22222222219999999,0.2777777778,hydrophobic_ratio
-0.023149849,0.0249960273,-0.004272481597162904,0.010890778094591507,-0.0149868107,0.0028012077000000002,hydrophobicity_profile
-0.023186500000000002,0.021634209100000003,-0.00485648256,0.010998245506306542,-0.0136047463,0.0013550273999999999,hydrophobic_profile
0.0686217773,9.9644224825,2.9335150673153843,2.8954392193435114,0.69,4.2707474033,inhibition_IC50
