algorithm,hyperparameters,average,std,max_performance
LinearSVC,default,0.6375816993464052,0.08849453565013694,0.7777777777777778
RandomForestClassifier,gini-100,0.665686274509804,0.10388919214490665,0.8235294117647058
RandomForestClassifier,gini-150,0.6767973856209151,0.10634179750874014,0.8235294117647058
RandomForestClassifier,gini-200,0.6712418300653595,0.09923239071619665,0.8235294117647058
RandomForestClassifier,gini-250,0.6601307189542484,0.11893808695787136,0.8235294117647058
RandomForestClassifier,gini-500,0.6767973856209151,0.11737850612381735,0.8235294117647058
RandomForestClassifier,gini-1000,0.6712418300653595,0.10816154223708056,0.8235294117647058
RandomForestClassifier,entropy-100,0.6594771241830065,0.08301940098955092,0.7777777777777778
RandomForestClassifier,entropy-150,0.6712418300653595,0.11372549019607843,0.8235294117647058
RandomForestClassifier,entropy-200,0.665686274509804,0.12040210940106091,0.8235294117647058
RandomForestClassifier,entropy-250,0.6601307189542482,0.09912255482420326,0.8235294117647058
RandomForestClassifier,entropy-500,0.6826797385620915,0.12575926016036973,0.8823529411764706
RandomForestClassifier,entropy-1000,0.6767973856209151,0.09401830723279776,0.8235294117647058
SVC,default,0.6653594771241831,0.07679669030418092,0.7777777777777778
SGDClassifier,default,0.5816993464052287,0.08445041359748247,0.7058823529411765
KNeighborsClassifier,2-auto-uniform,0.6316993464052287,0.0815298896199925,0.7222222222222222
KNeighborsClassifier,2-auto-distance,0.6830065359477124,0.13327565072914846,0.9411764705882353
KNeighborsClassifier,2-ball_tree-uniform,0.6316993464052287,0.0815298896199925,0.7222222222222222
KNeighborsClassifier,2-ball_tree-distance,0.6830065359477124,0.13327565072914846,0.9411764705882353
KNeighborsClassifier,2-kd_tree-uniform,0.6316993464052287,0.0815298896199925,0.7222222222222222
KNeighborsClassifier,2-kd_tree-distance,0.6830065359477124,0.13327565072914846,0.9411764705882353
KNeighborsClassifier,2-brute-uniform,0.6316993464052287,0.0815298896199925,0.7222222222222222
KNeighborsClassifier,2-brute-distance,0.6830065359477124,0.13327565072914846,0.9411764705882353
KNeighborsClassifier,3-auto-uniform,0.6434640522875816,0.12817333422147872,0.8333333333333334
KNeighborsClassifier,3-auto-distance,0.6323529411764706,0.13961746619303256,0.8235294117647058
KNeighborsClassifier,3-ball_tree-uniform,0.6434640522875816,0.12817333422147872,0.8333333333333334
KNeighborsClassifier,3-ball_tree-distance,0.6323529411764706,0.13961746619303256,0.8235294117647058
KNeighborsClassifier,3-kd_tree-uniform,0.6434640522875816,0.12817333422147872,0.8333333333333334
KNeighborsClassifier,3-kd_tree-distance,0.6323529411764706,0.13961746619303256,0.8235294117647058
KNeighborsClassifier,3-brute-uniform,0.6434640522875816,0.12817333422147872,0.8333333333333334
KNeighborsClassifier,3-brute-distance,0.6323529411764706,0.13961746619303256,0.8235294117647058
KNeighborsClassifier,4-auto-uniform,0.6215686274509805,0.1272732127105799,0.8823529411764706
KNeighborsClassifier,4-auto-distance,0.6660130718954248,0.12306687968564362,0.8823529411764706
KNeighborsClassifier,4-ball_tree-uniform,0.6215686274509805,0.1272732127105799,0.8823529411764706
KNeighborsClassifier,4-ball_tree-distance,0.6660130718954248,0.12306687968564362,0.8823529411764706
KNeighborsClassifier,4-kd_tree-uniform,0.6215686274509805,0.1272732127105799,0.8823529411764706
KNeighborsClassifier,4-kd_tree-distance,0.6660130718954248,0.12306687968564362,0.8823529411764706
KNeighborsClassifier,4-brute-uniform,0.6215686274509805,0.1272732127105799,0.8823529411764706
KNeighborsClassifier,4-brute-distance,0.6660130718954248,0.12306687968564362,0.8823529411764706
KNeighborsClassifier,5-auto-uniform,0.6437908496732027,0.13307516977878944,0.8823529411764706
KNeighborsClassifier,5-auto-distance,0.6604575163398693,0.13140709395259223,0.8823529411764706
KNeighborsClassifier,5-ball_tree-uniform,0.6437908496732027,0.13307516977878944,0.8823529411764706
KNeighborsClassifier,5-ball_tree-distance,0.6604575163398693,0.13140709395259223,0.8823529411764706
KNeighborsClassifier,5-kd_tree-uniform,0.6437908496732027,0.13307516977878944,0.8823529411764706
KNeighborsClassifier,5-kd_tree-distance,0.6604575163398693,0.13140709395259223,0.8823529411764706
KNeighborsClassifier,5-brute-uniform,0.6437908496732027,0.13307516977878944,0.8823529411764706
KNeighborsClassifier,5-brute-distance,0.6604575163398693,0.13140709395259223,0.8823529411764706
KNeighborsClassifier,6-auto-uniform,0.6601307189542484,0.0892940592818208,0.8235294117647058
KNeighborsClassifier,6-auto-distance,0.677124183006536,0.12511518039112732,0.8823529411764706
KNeighborsClassifier,6-ball_tree-uniform,0.6601307189542484,0.0892940592818208,0.8235294117647058
KNeighborsClassifier,6-ball_tree-distance,0.677124183006536,0.12511518039112732,0.8823529411764706
KNeighborsClassifier,6-kd_tree-uniform,0.6601307189542484,0.0892940592818208,0.8235294117647058
KNeighborsClassifier,6-kd_tree-distance,0.677124183006536,0.12511518039112732,0.8823529411764706
KNeighborsClassifier,6-brute-uniform,0.6601307189542484,0.0892940592818208,0.8235294117647058
KNeighborsClassifier,6-brute-distance,0.677124183006536,0.12511518039112732,0.8823529411764706
KNeighborsClassifier,7-auto-uniform,0.6660130718954249,0.10103061551144983,0.8823529411764706
KNeighborsClassifier,7-auto-distance,0.6715686274509803,0.11110390211138826,0.8823529411764706
KNeighborsClassifier,7-ball_tree-uniform,0.6660130718954249,0.10103061551144983,0.8823529411764706
KNeighborsClassifier,7-ball_tree-distance,0.6715686274509803,0.11110390211138826,0.8823529411764706
KNeighborsClassifier,7-kd_tree-uniform,0.6660130718954249,0.10103061551144983,0.8823529411764706
